"","Var.1","Library","City.ortown","Image","Dategranted","Grantamount","Location","Notes","state","Municipality","Status","Town"
"109",87,"Riverbank","Riverbank",NA,"Jun 6, 1917","$3,000","3237 Santa Fe St, Riverbank, CA 95367","Now the Riverbank Historic Museum.","California",NA,NA,NA
"110",88,"Riverside","Riverside",NA,"Aug 16, 1901","$52,500","","Demolished in 1964. California's first Mission Revival style Carnegie, was designed by Burnham and Bliesner who won an architectural competition. The current Riverside Public Library is adjacent to the site of the elaborate original.","California",NA,NA,NA
"111",89,"Roseville","Roseville",NA,"Apr 25, 1911","$10,000","557 Lincoln St, Roseville, CA 95678","Designed by W. H. Weeks, now a museum.","California",NA,NA,NA
"112",90,"Sacramento","Sacramento",NA,"Feb 26, 1914","$100,000","828 I St, Sacramento, CA 95814","Part of the Central branch, Sacramento Public Library system.","California",NA,NA,NA
"113",91,"Salinas","Salinas",NA,"Mar 9, 1907","$10,000","","Demolished in 1961.","California",NA,NA,NA
"114",92,"San Anselmo","San Anselmo",NA,"Jan 14, 1914","$10,000","110 Tunstead Ave, San Anselmo, CA 94960","Built in 1915, San Anselmo's Carnegie library is adjacent to the Town Hall to which it is connected by a wisteria-covered arbor replicating the library's carved rafters and contributing to an Old California aspect. The Spanish Revival style is also carried out in the red tile roof and use of decorative tile and arched windows. Expanded in 1960. Architects: Mitchell and Hodges.","California",NA,NA,NA
"115",93,"San Bernardino","San Bernardino",NA,"Mar 14, 1902","$27,600","","Demolished in 1958. Architects Burnham and Bliesner won a competition with plans for a grand Classical Revival style building. A new library was completed in 1960 on its former site.","California",NA,NA,NA
"116",94,"San Diego","San Diego",NA,"Jul 7, 1899","$60,000","","Demolished in 1952. San Diego received California's first Carnegie grant in 1899, with a large well detailed Classical Revival library building opening in 1902. The San Diego Public Library system continues elsewhere.","California",NA,NA,NA
"117",95,"San Francisco Main","San Francisco",NA,"Jun 20, 1901","$375,000[3]","Civic Center, 200 Larkin St, San Francisco, CA 94102","Open 1917–1995.[4] Now housing the Asian Art Museum of San Francisco. The original grant of $750,000 was divided so that ""[a]bout half (not more, I think less) of this sum should be expended on the central library and the remainder on branch libraries."" Main library grant was supplemented by a $780,000 bond issue.[3]:6,9","California",NA,NA,NA
"118",96,"San Francisco Chinatown","San Francisco",NA,"Jun 20, 1901","—","1135 Powell St, San Francisco, CA 94108","Originally North Beach branch, opened 1921. Designed by G. Albert Lansburgh.[3]:9,12","California",NA,NA,NA
"119",97,"San Francisco Golden Gate Valley","San Francisco",NA,"Jun 20, 1901","—","1801 Green St, San Francisco, CA 94123","Opened 1918. Designed by Ernest Coxhead.[3]:9,12","California",NA,NA,NA
"120",98,"San Francisco Mission","San Francisco",NA,"Jun 20, 1901","—","3359 24th St, San Francisco, CA 94110","Opened 1915. Designed by G. Albert Lansburgh.[3]:9,11","California",NA,NA,NA
"121",99,"San Francisco Noe Valley","San Francisco",NA,"Jun 20, 1901","—","451 Jersey St, San Francisco, CA 94114","Opened 1916. Designed by John W. Reid Jr.[3]:9,11","California",NA,NA,NA
"122",100,"San Francisco Presidio","San Francisco",NA,"Jun 20, 1901","—","3150 Sacramento St, San Francisco, CA 94115","Opened 1921. Designed by G. Albert Lansburgh.[3]:9,12 Today the branch library also houses the city's only Library for the Blind. San Francisco's seventh and last Carnegie branch is centered on a generous lot which extends through its city block uphill from Sacramento to Clay, with landscaping directed by John McLaren of Golden Gate Park. The brick Classical Revival building was designed by G. Albert Lansburgh, and is on San Francisco's ""List of Architecturally Significant Buildings.""","California",NA,NA,NA
"123",101,"San Francisco Richmond","San Francisco",NA,"Jun 20, 1901","—","351 9th Ave, San Francisco, CA 94118","First Carnegie branch to open in San Francisco, 1914. Designed by Bliss and Faville.[3]:9,11","California",NA,NA,NA
"124",102,"San Francisco Sunset","San Francisco",NA,"Jun 20, 1901","—","1305 18th Ave, San Francisco, 94122","Opened 1918. Designed by G. Albert Lansburgh.[3]:9,12","California",NA,NA,NA
"125",103,"San Jose Main","San Jose",NA,"Mar 8, 1901","$57,000","","Demolished in 1960.","California",NA,NA,NA
"126",104,"San Jose East","San Jose",NA,"Mar 8, 1901","—","1102 E Santa Clara St, San Jose, CA 95116","","California",NA,NA,NA
"127",105,"San Leandro","San Leandro",NA,"Dec 13, 1907","$12,000","","Designed by W. H. Weeks; demolished in 1959.","California",NA,NA,NA
"128",106,"San Luis Obispo","San Luis Obispo",NA,"Feb 12, 1903","$10,000","696 Monterey St, San Luis Obispo, CA 93401","Designed by W. H. Weeks; now San Luis Obispo County History Center and Museum, downtown on Mission Plaza.","California",NA,NA,NA
"129",107,"San Mateo","San Mateo",NA,"Apr 20, 1905","$12,500","","Demolished circa 1968.","California",NA,NA,NA
"130",108,"San Pedro","San Pedro",NA,"Mar 25, 1905","$10,375","","Designed by architects Edelsvard and Saffell, as well as H. V.Bradbeer, in the Classical Revival style. Demolished in 1966","California",NA,NA,NA
"131",109,"San Rafael","San Rafael",NA,"Dec 20, 1904","$25,000","1100 E St, San Rafael, CA 94901","Wing of current San Rafael Public Library building.","California",NA,NA,NA
"132",110,"Sanger","Sanger",NA,"Nov 17, 1914","$10,000","","Demolished in 1969.","California",NA,NA,NA
"133",111,"Santa Ana","Santa Ana",NA,"Jan 22, 1902","$15,000","","Designed by architects Bither, Dennis and Farwell, in the Mission Revival style. Demolished in 1960.","California",NA,NA,NA
"134",112,"Santa Barbara","Santa Barbara",NA,"May 8, 1914","$50,000","40 E Anapamu St, Santa Barbara, CA 93101","Santa Barbara Public Library","California",NA,NA,NA
"135",113,"Santa Cruz Main","Santa Cruz",NA,"Feb 15, 1902","$29,000","224 Church St","The 1904 Richardsonian Romanesque-style Santa Cruz Main, designed by W. H. Weeks, was the scene of a 1910 visit by Andrew Carnegie, a festive civic event. Demolished in 1966 and replaced by the current building.","California",NA,NA,NA
"136",114,"Santa Cruz East Cliff","Santa Cruz",NA,"Feb 15, 1902","—","1305 E Cliff Dr, Santa Cruz, CA 95062","Santa Cruz Museum of Natural History","California",NA,NA,NA
"137",115,"Santa Cruz Eastside","Santa Cruz",NA,"Feb 15, 1902","—","","Demolished in 1968.","California",NA,NA,NA
"138",116,"Santa Cruz Garfield Park","Santa Cruz",NA,"Feb 15, 1902","—","705 Woodrow Ave, Santa Cruz, CA 95060","Santa Cruz Library branch, designed by W. H. Weeks.","California",NA,NA,NA
"139",117,"Santa Maria","Santa Maria",NA,"Jan 8, 1908","$10,000","420 S. Broadway Street","Demolished in 1969.","California",NA,NA,NA
"140",118,"Santa Monica Main","Santa Monica",NA,"Apr 13, 1903","$25,000","","Designed by architects Marsh and Russell, in the Classical Revival style. Demolished in 1974.","California",NA,NA,NA
"141",119,"Santa Monica Ocean Park","Santa Monica",NA,"Apr 13, 1903","—","2601 Main St, Santa Monica, CA 90405","Addition added to rear, active branch of Santa Monica Public Library.","California",NA,NA,NA
"142",120,"Santa Rosa","Santa Rosa",NA,"Mar 14, 1902","$26,900","","Condemned as unsafe in 1960. Demolished in 1964.","California",NA,NA,NA
"143",121,"Sebastopol","Sebastopol",NA,"Nov 21, 1911","$7,500","","Demolished in 1976. Another library constructed on site.","California",NA,NA,NA
"144",122,"Selma","Selma",NA,"Mar 14, 1905","$6,000","","Demolished in 1952.","California",NA,NA,NA
"145",123,"Sonoma","Sonoma",NA,"Apr 25, 1911","$6,000","453 1st St E, Sonoma, CA 95476","Now the Sonoma Visitor Center.","California",NA,NA,NA
"146",124,"South Pasadena","South Pasadena",NA,"Dec 13, 1906","$18,600–1906, $6600–1916","1100 Oxley Str, South Pasadena, CA 91030","South Pasadena Public Library. One of the few visited by Carnegie on his 1910 trip to California. Designated a South Pasadena Cultural Heritage Landmark in 1972.","California",NA,NA,NA
"147",125,"South San Francisco","South San Francisco",NA,"May 8, 1914","$10,000","306 Walnut Ave, South San Francisco, CA 94080","Grand Avenue Branch of the South San Francisco Public Library; 1916 addition designed by W. H. Weeks","California",NA,NA,NA
"148",126,"St. Helena","St. Helena",NA,"Dec 13, 1906","$8,362","1360 Oak Avenue, St. Helena, CA 94574","Public library from 1908–1978, now a community center.","California",NA,NA,NA
"149",127,"Tulare","Tulare",NA,"Dec 30, 1904","$10,000","","Demolished circa 1970.","California",NA,NA,NA
"150",128,"Turlock","Turlock",NA,"Jun 1, 1915","$9,200","250 N Broadway Ave, Turlock, CA 95380","Destroyed by fire but walls still standing.  Historic building is being restored, within the context of a new, larger addition.  Now the Carnegie Arts Center.","California",NA,NA,NA
"151",129,"Ukiah City","Ukiah City",NA,"May 2, 1911","$8,000","320 S State St, Ukiah, CA 95482","","California",NA,NA,NA
"152",130,"Upland","Upland",NA,"May 2, 1911","$10,000","123 East D St, Upland, CA 91786","Designed by Los Angeles architect Homer Glidden, in the Classical Revival style. Now a community center.","California",NA,NA,NA
"153",131,"Vacaville","Vacaville",NA,"Mar 14, 1905","$12,500","300 Main St, Vacaville, CA 95688","","California",NA,NA,NA
"154",132,"Vallejo","Vallejo",NA,"Dec 27, 1902","$20,000","","Demolished in 1969.","California",NA,NA,NA
"155",133,"Visalia","Visalia",NA,"Feb 2, 1903","$10,000","","Demolished in 1936. Replaced with a WPA-built building which is now used as the children's library.","California",NA,NA,NA
"156",134,"Walnut Creek","Walnut Creek",NA,"Jun 1, 1915","$2,500","","Demolished in 1961.","California",NA,NA,NA
"157",135,"Watsonville","Watsonville",NA,"Apr 23, 1903","$12,000","","Designed by W. H. Weeks; demolished 1975.","California",NA,NA,NA
"158",136,"Watts","Watts",NA,"Jan 9, 1913","$10,000","9901 Grandee Avenue","Was replaced by newer library on different site in 1960.","California",NA,NA,NA
"159",137,"Whittier","Whittier",NA,"Dec 30, 1904","$12,500","Northeast corner of Greenleaf Ave. and Bailey St.","Demolished in 1959.","California",NA,NA,NA
"160",138,"Willits","Willits",NA,"Dec 8, 1913","$8,000","85 E Commercial St, Willits, CA 95490","Now WIllits Community Television","California",NA,NA,NA
"161",139,"Willows","Willows",NA,"Feb 12, 1910","$10,000","336 W Walnut St, Willows, CA 95988","Now the Willows Museum.","California",NA,NA,NA
"162",140,"Woodland","Woodland",NA,"Feb 20, 1903","$22,000","250 First St., Woodland, CA 95695","Designed by architects Dodge and Dolliver, in the Mission Revival Style; 1915 addition designed by W. H. Weeks. From 1915 until 1979 the building housed distinct city and Yolo County public libraries.","California",NA,NA,NA
"163",141,"Yolo","Yolo",NA,"Sep 14, 1917","$3,000","37750 Sacramento St, Yolo, CA 95697","Designed by architect W. H. Weeks, as a modest low wood frame American Craftsman Bungalow.","California",NA,NA,NA
"164",142,"Yreka","Yreka",NA,"Mar 14, 1913","$8,000","412 West Miner St, Yreka, CA 96097","The building is home to the Yreka Police Department.","California",NA,NA,NA
"165",1,"Alamosa","Alamosa",NA,"Mar 21, 1908","$6,000","","Dedicated February 24, 1910, closed in 1961, demolished December 1962","Colorado",NA,NA,NA
"166",2,"Boulder","Boulder",NA,"Feb 20, 1904","$15,000","1125 Pine St.","Completed in 1906","Colorado",NA,NA,NA
"167",3,"Brush","Brush",NA,"Jun 11, 1914","$6,000","500 Clayton St.","Completed in 1915","Colorado",NA,NA,NA
"168",4,"Cañon City","Cañon City",NA,"Dec 14, 1901","$13,000","516 Macon Ave.","Built in 1902","Colorado",NA,NA,NA
"169",5,"Old Colorado City Branch","Old Colorado City",NA,"Jan 1903","$10,000","2418 W. Pikes Peak Ave.","Completed in 1904","Colorado",NA,NA,NA
"170",6,"Colorado Springs","Colorado Springs",NA,"Jan 2, 1903","$60,000","21 W. Kiowa St.","Completed in 1905","Colorado",NA,NA,NA
"171",7,"Delta","Delta",NA,"Feb 20, 1911","$6,500","211 W. 6th St.","Completed in 1912","Colorado",NA,NA,NA
"172",8,"Denver Main Branch","Denver",NA,"Mar 14, 1902","$360,000[3]","144 W. Colfax Ave.","Dedicated February 1910, now the McNichols Civic Center","Colorado",NA,NA,NA
"173",9,"Denver Warren Branch","Denver",NA,"Mar 14, 1902","","3354 High St.","Completed in 1913, now used for residential lofts","Colorado",NA,NA,NA
"174",10,"Denver Woodbury Branch","Denver",NA,"Mar 14, 1902","","3265 Federal Blvd.","Built in 1912","Colorado",NA,NA,NA
"175",11,"Denver Dickinson Branch","Denver",NA,"Mar 14, 1902","","1545 Hooker St.","Completed in 1914, closed in 1954, now houses an architecture firm","Colorado",NA,NA,NA
"176",12,"Denver Decker Branch","Denver",NA,"Mar 14, 1902","","1501 S. Logan St.","Completed in 1913","Colorado",NA,NA,NA
"177",13,"Denver Byers Branch","Denver",NA,"Mar 14, 1902","","675 Santa Fe Dr.","Completed in 1918","Colorado",NA,NA,NA
"178",14,"Denver Smiley Branch","Denver",NA,"Mar 14, 1902","","4501 W. 46th Ave.","Completed in 1918","Colorado",NA,NA,NA
"179",15,"Denver Park Hill Branch","Denver",NA,"Mar 14, 1902","","4705 Montview Blvd.","Built 1920 in Spanish Renaissance style","Colorado",NA,NA,NA
"180",16,"Denver Elyria Branch","Denver",NA,"Mar 14, 1902","","1901 E. 47th Ave.","Opened in 1923, closed in 1952, now a private residence","Colorado",NA,NA,NA
"181",17,"Durango","Durango",NA,"Jan 16, 1906","$15,000","1188 E. 2nd Ave.","Completed in 1906, now houses city offices","Colorado",NA,NA,NA
"182",18,"Florence","Florence",NA,"Feb 3, 1917","$10,000","100 W. 2nd St.","Completed in 1919","Colorado",NA,NA,NA
"183",19,"Fort Collins","Fort Collins",NA,"Jan 22, 1903","$12,500","200 Mathews St.","Completed in 1904, closed in 1976. Now houses a museum","Colorado",NA,NA,NA
"184",20,"Fort Morgan","Fort Morgan",NA,"Nov 17, 1914","$10,000","414 Main St.","Completed in 1916, original building surrounded by a later addition","Colorado",NA,NA,NA
"185",21,"Grand Junction","Grand Junction",NA,"Dec 21, 1899","$8,000","7th St. and Grand Ave.","Completed in 1901; demolished","Colorado",NA,NA,NA
"186",22,"Idaho Springs","Idaho Springs",NA,"Jun 1, 1903","$10,443","219 14th Ave.","Completed in 1904","Colorado",NA,NA,NA
"187",23,"Lamar","Lamar",NA,"Feb 6, 1907","$12,000","","Completed in 1908, demolished in 1975","Colorado",NA,NA,NA
"188",24,"Leadville","Leadville",NA,"Jun 21, 1901","$20,000","102 E. 9th St.","Completed in 1904, became the Leadville Heritage Museum in 1971","Colorado",NA,NA,NA
"189",25,"Littleton","Littleton",NA,"Jan 6, 1915","$8,000","2707 W. Main St.","Completed in 1917, now a restaurant","Colorado",NA,NA,NA
"190",26,"Longmont","Longmont",NA,"Dec 13, 1907","$12,500","457 Fourth Ave.","Completed in 1913, now houses city offices","Colorado",NA,NA,NA
"191",27,"Loveland","Loveland",NA,"May 2, 1907","$10,000","205 E. 6th St.","Completed in 1908, demolished in 1964","Colorado",NA,NA,NA
"192",28,"Manitou","Manitou Springs",NA,"Dec 13, 1909","$6,500","701 Manitou Ave.","Completed in 1911","Colorado",NA,NA,NA
"193",29,"Monte Vista","Monte Vista",NA,"May 15, 1916","$10,000","120 Jefferson St.","Opened June 1919","Colorado",NA,NA,NA
"194",30,"Pueblo","Pueblo",NA,"Feb 4, 1902","$70,000","100 E. Abriendo Ave.","Completed in 1904, demolished c. 1965","Colorado",NA,NA,NA
"195",31,"Rocky Ford","Rocky Ford",NA,"Dec 24, 1907","$10,000","1005 Sycamore Ave.","Completed in 1909, now a museum","Colorado",NA,NA,NA
